source,target,value,sweep_2,sweep_3,sweep_4,sweep_5
Parenting beliefs,Conduct problems,0.00013382628,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parenting beliefs,Hyperactivity/inattention,2.1874417e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parenting beliefs,Prosocial behaviour,3.941875e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Parenting beliefs,Hyperactivity/inattention,2.93099e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Hyperactivity/inattention
Parenting beliefs,Prosocial behaviour,2.4713718e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Prosocial behaviour
Parenting beliefs,Self-harm,1.8036726e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parenting beliefs,Peer relationship problems,1.4817883e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Parenting beliefs,Smoking,1.945807e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parenting beliefs,Bullies others,2.1837808e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Parenting beliefs,Self-harm,2.0609314e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Parenting beliefs,Bullies others,1.4872904e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parenting beliefs,Self-harm,4.084691e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parenting beliefs,Negative feelings,2.8167802e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Parenting beliefs,Smoking,3.172636e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parenting beliefs,Alcohol,1.7380231e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parenting beliefs,Truancy,1.9314422e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parenting beliefs,Emotional dysfunction,9.545565e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parenting beliefs,Peer relationship problems,2.177576e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Parenting beliefs,Smoking,6.789181e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Alcohol,3.169119e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Illegal behaviour,3.2052423e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Bullies others,4.1020085e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Truancy,4.7174926e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Self-harm,4.2990225e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Conduct problems,0.00014084703,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Hyperactivity/inattention,2.3021985e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Prosocial behaviour,4.1486717e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Parenting beliefs,Smoking,0.00014887816,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Alcohol,0.0003400503,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Cognition (vocabulary),7.408462e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Illegal behaviour,7.117055e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Bullies others,3.4293604e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Truancy,9.571794e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Self-harm,0.00011793296,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Wellbeing,0.00013259093,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Self-esteem,2.808534e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Negative feelings,2.8298142e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Emotional dysfunction,4.278552e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Conduct problems,0.0001308016,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Hyperactivity/inattention,0.0010897048,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Peer relationship problems,7.1628696e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Prosocial behaviour,2.3712668e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Alcohol,2.6972544e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parenting beliefs,Cognition (vocabulary),1.8934663e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parenting beliefs,Truancy,1.70151e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parenting beliefs,Peer relationship problems,0.00011214675,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Parenting beliefs,Prosocial behaviour,6.323522e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour
Parenting beliefs,Peer relationship problems,5.828723e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Parenting beliefs,Prosocial behaviour,5.1860912e-05,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour
Parenting beliefs,Alcohol,1.473785e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Peer relationship problems,6.12772e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Prosocial behaviour,2.351964e-05,Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parenting beliefs,Smoking,3.540673e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Alcohol,1.9396399e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Bullies others,1.5196342e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Truancy,2.1554964e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Emotional dysfunction,0.000106528845,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Peer relationship problems,2.4301826e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Conduct problems,1.9100851e-05,Peer relationship problems,Conduct problems,Conduct problems,Conduct problems
Parenting beliefs,Alcohol,2.3166946e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Hyperactivity/inattention,7.423941e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Smoking,2.5508187e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Truancy,1.5528914e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Emotional dysfunction,7.674693e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Peer relationship problems,1.7507846e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Hyperactivity/inattention,4.1810636e-05,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Smoking,1.5933181e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parenting beliefs,Emotional dysfunction,4.793844e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Parenting beliefs,Conduct problems,2.1621741e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Conduct problems
Parenting beliefs,Hyperactivity/inattention,3.9613067e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Parenting beliefs,Smoking,3.720658e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Alcohol,8.68051e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Cognition (vocabulary),6.0936978e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Illegal behaviour,1.9344292e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Truancy,5.4759294e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Self-harm,4.6028817e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Wellbeing,2.9121666e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Negative feelings,4.0553678e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Emotional dysfunction,3.2093776e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Hyperactivity/inattention,2.39978e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Peer relationship problems,0.00036091922,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Prosocial behaviour,4.2638672e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Prosocial behaviour
Parenting beliefs,Prosocial behaviour,2.2696937e-05,Peer relationship problems,Peer relationship problems,Prosocial behaviour,Prosocial behaviour
Parenting beliefs,Prosocial behaviour,4.3194246e-05,Peer relationship problems,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Parenting beliefs,Smoking,1.7698821e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Emotional dysfunction,5.3250755e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Smoking,2.326396e-05,Prosocial behaviour,Conduct problems,Conduct problems,Conduct problems
Parenting beliefs,Truancy,1.6165068e-05,Prosocial behaviour,Conduct problems,Conduct problems,Conduct problems
Parenting beliefs,Self-harm,1.47311275e-05,Prosocial behaviour,Conduct problems,Conduct problems,Conduct problems
Parenting beliefs,Conduct problems,4.8262962e-05,Prosocial behaviour,Conduct problems,Conduct problems,Conduct problems
Parenting beliefs,Alcohol,1.8353401e-05,Prosocial behaviour,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Hyperactivity/inattention,5.8814217e-05,Prosocial behaviour,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Peer relationship problems,2.4214805e-05,Prosocial behaviour,Peer relationship problems,Peer relationship problems,Peer relationship problems
Parenting beliefs,Emotional dysfunction,2.4669149e-05,Prosocial behaviour,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction
Parenting beliefs,Smoking,3.98818e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Alcohol,1.8616409e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Illegal behaviour,1.8828609e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Bullies others,2.4096498e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Truancy,2.7712049e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Self-harm,2.5253821e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Conduct problems,8.273801e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Prosocial behaviour,2.4370614e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Conduct problems
Parenting beliefs,Hyperactivity/inattention,1.8120827e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Hyperactivity/inattention
Parenting beliefs,Prosocial behaviour,1.527924e-05,Prosocial behaviour,Prosocial behaviour,Conduct problems,Prosocial behaviour
Parenting beliefs,Hyperactivity/inattention,3.337431e-05,Prosocial behaviour,Prosocial behaviour,Hyperactivity/inattention,Hyperactivity/inattention
Parenting beliefs,Peer relationship problems,2.4604971e-05,Prosocial behaviour,Prosocial behaviour,Peer relationship problems,Peer relationship problems
